id,proposal,candidate,detail
1030,447,sebastian-pinera,
1031,463,sebastian-pinera,"En materia de juzgamiento de jóvenes, proponemos:
Impulsar el proyecto de ley que crea el Servicio Nacional de Reinserción Social de
Adolescentes, encargado de la reinserción social de los adolescentes infractores junto con gestionar la ejecución de las medidas y sanciones del sistema de responsabilidad penal
adolescente.
• Implementar una reforma integral a la Ley sobre Responsabilidad Penal Adolescente,
especialmente en lo relativo a las sanciones y el acceso a los programas de reinserción
social, deserción escolar, tratamiento de consumo de drogas y alcohol, procurando que la intervención sea con la colaboración y acompañamiento de su familia y, de no ser posible, de un adulto que sea haga responsable del adolescente. Adicionalmente, se contemplan
las siguientes modificaciones:
o Terminar con el ingreso de personas mayores de edad que han delinquido a los centros donde cumplen sanciones los adolescentes infractores de ley, evitando así el contagio
criminógeno.
o Elaborar una política especial de protección y de reinserción social para aquellos niños menores de 14 años en conflicto con la ley penal, que hoy son inimputables y respecto
de los cuáles actualmente existe un gran abandono e invisibilización.
o Implementar un plan de acción para restablecer los derechos de los adolescentes vulnerados por el narcotráfico, con el objetivo de interrumpir trayectorias delictivas yfavorecer la reinserción social."
1032,3,jose-antonio-kast,"E

- Generar un Plan de Formación de Audiencias: Obligatoriedad de Artes Plásticas y Música en Enseñanza Media. Fomento de la ópera a nivel regional y apoyo a festivales de música clásica junto
con particulares. Creación y formación de audiencias para las artes escénicas a través de clásicos universales del teatro y el cine en juntas de vecinos, asociaciones gremiales y comunidades educativas municipales.

- Plan Nacional de Lenguaje: Plan de lectura formativa nacional en las escuelas, liceos y universidades que incluya el ensayo, novela, historia, disciplinas científicas, la fe, filosofía, las artes y ciencias sociales. Incentivo al hábito lector mediante concursos regionales y nacionales de escritura, oratoria y debate.

- Fortalecer la Institucionalidad Cultural: Creación de un Consejo de Notables integrado por
miembros destacados de universidades e institutos chilenos fortaleciendo su carácter racional.
Profesionalización de los espacios culturales y de la administración para que deje de ser un botín político como lo son los agregados culturales. Garantizar la doctrina sobre la ideología política, es decir la pluralidad en lo opinable y la identidad cultural en lo fundamental y trascendente.

- Fomentar el Patrimonio y la Memoria Nacional: Recuperación de lugares históricos a través de rutas patrimoniales. Creación del Plan de salvaguardia y puesta en valor de lugares y áreas históricas donde se desarrollaron sucesos relevantes para la memoria nacional; Creación de la Comisión Nacional de Efemérides; recuperar la memoria con veracidad y de forma integral. Restauración y puesta en valor de iglesias e instrumentos antiguos junto al fomento de Luthiers. Internacionalización del Patrimonio de Chile.

-Seguir fomentando las Orquestas Juveniles y las Bandas Instrumentales para entregar más oportunidades de recreación y aprendizaje a los niños de Chile.

- Innovación en Industrias creativas y emprendimiento cultural: Fomento de las campañas de recolección de fondos a través de la facilitación a empresas para realizar donaciones culturales. Aumento de montos para Fondos concursables para emprendedores audiovisuales, musicales, nuevos medios y tecnologías. Talleres de liderazgo, innovación y marketing cultural para pequeños y medianos emprendedores culturales a través de los departamentos de cultura municipales y los consejos regionales de cultura
en las zonas más vulnerables de Chile.

- Generar espacios comunitarios y familiares. Se aumentará la red de bibliotecas teniendo como objetivo las necesidades de infraestructura para atender a familias y estudiantes en general, entregando un ambiente sano, que mejore el espacio público, con parques y espacios para realizar actividades comunitarias y culturales. Mejorar la utilización de todos los espacios comunitarios
existentes en cada localidad (Centros Culturales, Centros Cívicos, Plazas) con el fin de potencial los encuentros familiares y disminuir los focos de delincuencia y otras conductas antisociales."
1033,362,jose-miguel-insulza-salinas,
1034,362,nicolas-munoz-montes,
1035,362,maya-fernandez-allende,
1038,362,matias-walker-prieto,
1039,362,fernando-atria-lemaitre,
1041,362,nelson-hadad-heresy,
1042,391,natalia-castillo-munoz,Impulsar una programa de Terapia Sexual Pública en centros de Asistencia Primaria de Salud.
1043,434,natalia-castillo-munoz,
1044,459,natalia-castillo-munoz,
1045,87,matias-walker-prieto,
1046,92,matias-walker-prieto,
1047,106,matias-walker-prieto,100 % de gratuidad en educación técnica
1048,256,matias-walker-prieto,
1049,346,matias-walker-prieto,
1050,467,matias-walker-prieto,Con participación de organizaciones de pescadores artesanales
1066,399,cristian-bowen-garfias,"Mejoraremos la infraestructura de los barrios, proponiendo un Fondo Común Solidario para mantención de calles, veredas y luminarias de nuestras comunas.
Trabajaremos por seguir mejorando el transporte para las comunas del distrito, fiscalizando Proyectos como Línea 7 de Metro (Renca, Cerro Navia y Quinta Normal), Línea 3 (Independencia, Recoleta y Huechuraba), extensión Línea 2 a Plaza Cívica Huechuraba, Corredor de Buses en Av. Independencia, Teleférico Bicentenario y mejores buses y recorridos.
Fiscalizaremos permanentemente los sistemas de recolección de las basuras Municipales, así como los controles a los vertederos ilegales."
1067,398,cristian-bowen-garfias,
1068,397,cristian-bowen-garfias,
1069,396,cristian-bowen-garfias,"Legislaremos para reducir las listas de espera para especialistas y operaciones no cubiertas por el Auge, así como eliminar las de ese programa.
Trabajaremos por un sistema de reserva de horas en consultorios especial para adultos mayores y personas con discapacidad.
Fiscalizaremos el funcionamiento de consultorios y hospitales, buscando asegurar mayor dignidad y rapidez en la atención."
1070,395,cristian-bowen-garfias,
1071,401,pablo-vidal-rojas,
1072,400,pablo-vidal-rojas,
1073,399,pablo-vidal-rojas,
1074,398,pablo-vidal-rojas,
1075,397,pablo-vidal-rojas,
1076,396,pablo-vidal-rojas,
1077,395,pablo-vidal-rojas,
1078,84,kimberly-gredy-seguel-villagran,
1079,208,kimberly-gredy-seguel-villagran,
1080,283,kimberly-gredy-seguel-villagran,
1081,317,kimberly-gredy-seguel-villagran,
1082,358,kimberly-gredy-seguel-villagran,
1083,398,kimberly-gredy-seguel-villagran,
1084,52,kimberly-gredy-seguel-villagran,
1085,173,kimberly-gredy-seguel-villagran,
1086,459,kimberly-gredy-seguel-villagran,
1087,83,kimberly-gredy-seguel-villagran,
1088,175,kimberly-gredy-seguel-villagran,
1089,63,kimberly-gredy-seguel-villagran,
1090,55,kimberly-gredy-seguel-villagran,
1091,21,kimberly-gredy-seguel-villagran,
1092,29,kimberly-gredy-seguel-villagran,
1093,23,kimberly-gredy-seguel-villagran,
1094,363,kimberly-gredy-seguel-villagran,
1095,400,maya-fernandez-allende,me parece muy bien aunque mas que ampliar facultades al SENAMA es necesario la creación de una subsecretaria o ministerio que trabaje de manera integral con otros ministerios políticas publicas que garanticen calidad de vida a las personas mayores
1096,69,maya-fernandez-allende,"vivo en Ñuñoa y hemos vivido en carne propia la necesidad de tener ciudades a escala humana con planificación urbana 
debemos avanzar en una ley de uso de suelo
debemos legislar para que junto a las direcciones de obra exista la dirección de urbanismo en las comunas
necesitamos tener una política real en apoyo a los comités de allegados organizados y que trabajan a diario por el derecho a la vivienda"
1097,240,maya-fernandez-allende,
1098,294,maya-fernandez-allende,
1099,395,jose-antonio-kast,"Nuestro compromiso es que reforzaremos el SENAMA, a través de sus programas Centros de Día, Cuidados Domiciliarios y Subsidio ELEAM, contribuyendo a la operación total o parcial a través del traspaso de recursos y capacitación por la vía de concurso a las instituciones que adjudiquen.

La bajada de la implementación en el detalle que indican está en gran parte de acuerdo a nuestro programa y su espíritu, pero hay aspectos que debemos revisar en conjunto."
1100,322,jose-antonio-kast,
1101,354,jose-antonio-kast,"Elevaremos el estándar de los nuevos Barrios Sociales. Lo público no puede ser sinónimo de baja calidad o hacinamiento. Haremos un esfuerzo y convocaremos a expertos y a la sociedad civil a que nos ayude a desarrollar barrios dignos para las personas y sus familias, que incluyan áreas verdes, espacios mínimos y que sean accesibles.  

En el aspecto de acceso a la información, aumentaremos la eficiencia de los organismos del Estado para asegurar la acción fluida de las personas, empresas y organizaciones intermedias mediante la generación y uso de herramientas de Big Data (eGobierno y Data Chile)."
1102,400,jose-antonio-kast,
1103,391,jose-antonio-kast,"Favoreceremos las conversaciones sobre sexualidad, afectividad y la falsa teoría de género.  Crearemos un plan de sexualidad y afectividad responsable incluyendo, opcionalmente en servicios salud, métodos naturales para el control natalidad.  

Generaremos atención integral a los niños en nuestras escuelas, para poder involucrar a la familia, a los profesores y a los directores de los establecimientos en fin al mayor desarrollo material y espiritual poniendo al niño en el centro; procuraremos contar con equipos multidisciplinarios para atender a alumnos y sus familias (asistente Social, Psicólogo, psiquiatra, terapeuta), ya sea en sus propios colegios y liceos o bien centros de derivación.  

Aseguraremos a los padres el derechoa educar a sus hijos en sus valores y creencias."
1104,43,jose-antonio-kast,"Nos comprometemos a definir un Reglamento General de Protección de Datos, RGPD. El reglamento regirá al gobierno, empresas y entidades del sector público que procesen datos de personas residentes en nuestro país, a fin de resguardar el adecuado uso de la información y datos que las empresas recopilan de las personas, garantizando su adecuado uso según un marco normativo moderno concordante con las recomendaciones y normas de la Unión Europea que ha definido en el último tiempo y que entrará en vigor en el próximo año."
1301,294,giorgio-jackson-drago,
1302,459,giorgio-jackson-drago,
1303,466,giorgio-jackson-drago,
1304,29,natalia-castillo-munoz,
1305,294,natalia-castillo-munoz,
1105,390,jose-antonio-kast,"Nos comprometemos a generar espacios comunitarios y familiares. Se aumentará la red de bibliotecas teniendo como objetivo las necesidades de infraestructura para atender a familias y estudiantes en general, entregando un ambiente sano, que mejore el espacio público, con parques y espacios para realizar actividades comunitarias y culturales. Mejorar la utilización de todos los espacios comunitarios existentes en cada localidad (Centros Culturales, Centros Cívicos, Plazas) con el fin de potencial los encuentros familiares y disminuir los focos de delincuencia y otras conductas antisociales."
1106,222,jose-antonio-kast,"En el marco de nuestro programa, nos comprometemos a la implementación de un sistema de sello obligatorio de envases utilizados en la industria alimentaria, especificando el tiempo que requiere para ser degradado en el ambiente. Se espera que los consumidores, hoy más preocupados por el impacto de sus compras en el medio ambiente, prefieran aquellos productos que son vendidos en materiales con un período menor de años de degradación."
1107,459,gonzalo-winter-etcheberry,
1108,27,gonzalo-winter-etcheberry,
1109,23,gonzalo-winter-etcheberry,
1110,208,gonzalo-winter-etcheberry,
1111,121,pablo-vidal-rojas,
1112,459,pablo-andres-moya-nunez,Seguiré difundiendo y apoyando las decisiones y acciones de la Coordinadora No+AFP. La movilización social nos ayudará a conquistar todos los derechos sociales que merecemos en una nueva constitución mediante una asamblea constituyente. Necesitamos más plebiscitos para mejorar nuestra democracia.
1113,23,soledad-alamos-fuenzalida,
1114,63,soledad-alamos-fuenzalida,
1115,175,soledad-alamos-fuenzalida,
1116,55,soledad-alamos-fuenzalida,
1118,212,soledad-alamos-fuenzalida,
1122,178,soledad-alamos-fuenzalida,
1123,317,soledad-alamos-fuenzalida,
1126,29,soledad-alamos-fuenzalida,
1127,363,soledad-alamos-fuenzalida,
1129,28,soledad-alamos-fuenzalida,
1132,316,soledad-alamos-fuenzalida,
1133,371,soledad-alamos-fuenzalida,
1119,2,soledad-alamos-fuenzalida,
1120,44,soledad-alamos-fuenzalida,
1124,21,soledad-alamos-fuenzalida,
1125,208,soledad-alamos-fuenzalida,
1128,27,soledad-alamos-fuenzalida,
1131,156,soledad-alamos-fuenzalida,
1121,84,soledad-alamos-fuenzalida,
1130,87,soledad-alamos-fuenzalida,
1134,88,soledad-alamos-fuenzalida,
1135,294,vlado-mirosevic-verdugo,
1136,316,vlado-mirosevic-verdugo,
1137,362,soledad-alamos-fuenzalida,
1138,69,soledad-alamos-fuenzalida,
1139,106,soledad-alamos-fuenzalida,
1140,29,tomas-hirsch-goldschmidt,
1141,294,tomas-hirsch-goldschmidt,
1142,316,tomas-hirsch-goldschmidt,
1143,459,tomas-hirsch-goldschmidt,
1144,525,tomas-hirsch-goldschmidt,
1145,160,soledad-alamos-fuenzalida,
1146,207,soledad-alamos-fuenzalida,
1147,338,soledad-alamos-fuenzalida,
1148,395,soledad-alamos-fuenzalida,
1149,172,soledad-alamos-fuenzalida,
1150,123,soledad-alamos-fuenzalida,
1151,173,soledad-alamos-fuenzalida,
1152,44,raul-oliva-camadro,
1153,211,raul-oliva-camadro,
1154,391,raul-oliva-camadro,
1155,443,raul-oliva-camadro,
1156,459,raul-oliva-camadro,
1157,85,tito-jaime-monje-pincheira,"adhiero a estas 4 propuestas.

tito monje"
1158,103,tito-jaime-monje-pincheira,mayor  integración del arte al curriculum escolar
1159,333,tito-jaime-monje-pincheira,"prestar atención a los migrantes, a las minorias, población afrodescenciente."
1160,362,tito-jaime-monje-pincheira,apoyo todas propuestas.
1161,390,tito-jaime-monje-pincheira,"mayor espacio para la familia, espacios recereativos inclusivos."
1162,393,tito-jaime-monje-pincheira,apoyo propuestas
1163,467,tito-jaime-monje-pincheira,apoyo las propuestas
1164,44,manuel-enrique-munoz-palacios,
1165,391,manuel-enrique-munoz-palacios,
1166,443,manuel-enrique-munoz-palacios,
1167,459,manuel-enrique-munoz-palacios,
1168,525,manuel-enrique-munoz-palacios,
1169,340,catherine-fieldhouse-alarcon,
1170,362,catherine-fieldhouse-alarcon,
1171,459,catherine-fieldhouse-alarcon,
1172,467,catherine-fieldhouse-alarcon,
1173,389,catalina-perez-salinas,
1174,87,carmen-hertz-cadiz,
1175,106,carmen-hertz-cadiz,
1176,346,carmen-hertz-cadiz,
1177,371,carmen-hertz-cadiz,
1178,395,carmen-hertz-cadiz,
1179,478,carmen-hertz-cadiz,
1180,23,catalina-perez-salinas,
1181,28,catalina-perez-salinas,
1182,228,catalina-perez-salinas,
1183,459,jorge-ruben-canales-gatica,
1184,29,catalina-perez-salinas,
1185,294,catalina-perez-salinas,
1186,316,catalina-perez-salinas,
1187,459,catalina-perez-salinas,
1188,294,cesar-alejandro-solis-sanchez,
1189,316,cesar-alejandro-solis-sanchez,
1190,459,cesar-alejandro-solis-sanchez,
1191,466,cesar-alejandro-solis-sanchez,
1192,525,cesar-alejandro-solis-sanchez,
1193,94,cecilia-aguayo-ipinza,
1194,205,cecilia-aguayo-ipinza,
1195,243,cecilia-aguayo-ipinza,
1196,337,cecilia-aguayo-ipinza,
1197,389,cecilia-aguayo-ipinza,
1306,316,natalia-castillo-munoz,
1307,466,natalia-castillo-munoz,
1308,525,natalia-castillo-munoz,
1198,398,cecilia-aguayo-ipinza,"Yo propongo crear la Subsecretaria del Adulto Mayor, en lugar del actual Senama, para crear programas permanentes de trabajo y atención de los adultos mayores a nivel nacional y por region. Junto con ello, es fundamental abrir la edad de jubilación hasta los 65 años para las mujeres y los hombres, en forma voluntaria."
1199,391,michael-gabriel-guerra-munoz,"Creo que es importante el velar por los derechos de aquellos mas desvalidos, creo en que hay que darle urgencia al proyecto de Ley de identidad de género, no más descriminaciones, necesitamos un país más igualitario en igualdad de condiciones para todos, me comprometo a darle prioridad a la ley de identidad de género."
1200,94,isabel-margarita-labbe-martinez,
1201,205,isabel-margarita-labbe-martinez,
1202,243,isabel-margarita-labbe-martinez,
1203,337,isabel-margarita-labbe-martinez,
1204,389,isabel-margarita-labbe-martinez,Dejar los libros en el colegio siempre y cuando no influya negativamente en el aprendizaje.
1205,398,isabel-margarita-labbe-martinez,"En horarios adecuados, creando eventualmente un acuerdo con las municipalidades para que tengan oportunidades laborales de acuerdo a sus capacidades y cercanía de sus hogares."
1206,94,gabriela-monsalvez-rojas,
1207,205,gabriela-monsalvez-rojas,
1208,243,gabriela-monsalvez-rojas,
1209,337,gabriela-monsalvez-rojas,
1210,389,gabriela-monsalvez-rojas,
1211,398,gabriela-monsalvez-rojas,
1212,85,cristobal-acevedo-ferrer,
1213,103,cristobal-acevedo-ferrer,
1214,390,cristobal-acevedo-ferrer,
1215,393,cristobal-acevedo-ferrer,
1216,467,cristobal-acevedo-ferrer,
1217,333,cristobal-acevedo-ferrer,
1219,309,isabel-margarita-labbe-martinez,
1220,294,soledad-alamos-fuenzalida,
1221,294,jorge-brito-hasbun,Mas info en http://www.jorgebrito.cl/propuestas
1222,459,jorge-brito-hasbun,Mas info en http://www.jorgebrito.cl/propuestas
1223,29,vladimir-alberto-riesco-bahamondes,
1224,294,vladimir-alberto-riesco-bahamondes,
1225,459,vladimir-alberto-riesco-bahamondes,
1226,466,vladimir-alberto-riesco-bahamondes,
1227,525,vladimir-alberto-riesco-bahamondes,
1228,87,ramon-espinoza-sandoval,
1229,106,ramon-espinoza-sandoval,
1230,346,ramon-espinoza-sandoval,
1231,371,ramon-espinoza-sandoval,
1232,395,ramon-espinoza-sandoval,
1233,478,ramon-espinoza-sandoval,
1234,87,gonzalo-navarrete-munoz,1 ok
1235,106,gonzalo-navarrete-munoz,ok
1236,346,gonzalo-navarrete-munoz,ok
1237,371,gonzalo-navarrete-munoz,1 y 3
1238,395,gonzalo-navarrete-munoz,ok
1239,175,marcela-alejandra-garrido-isla,
1240,393,marcela-alejandra-garrido-isla,
1241,108,vlademir-venegas-sanhueza,
1242,171,vlademir-venegas-sanhueza,
1243,196,vlademir-venegas-sanhueza,
1244,210,vlademir-venegas-sanhueza,
1245,459,vlademir-venegas-sanhueza,
1246,205,luis-larrain-stieb,
1247,320,luis-larrain-stieb,
1248,316,kimberly-gredy-seguel-villagran,Estamos comprometidos con la propuesta ciudadana de Fundación Daya
1249,466,kimberly-gredy-seguel-villagran,
1250,525,kimberly-gredy-seguel-villagran,
1251,63,luis-larrain-stieb,
1252,322,luis-larrain-stieb,
1253,323,luis-larrain-stieb,
1254,13,luis-larrain-stieb,
1255,249,luis-larrain-stieb,
1256,253,luis-larrain-stieb,
1257,254,luis-larrain-stieb,
1258,256,luis-larrain-stieb,
1259,257,luis-larrain-stieb,
1260,259,luis-larrain-stieb,
1261,260,luis-larrain-stieb,
1262,261,luis-larrain-stieb,
1263,286,luis-larrain-stieb,
1264,287,luis-larrain-stieb,
1265,288,luis-larrain-stieb,
1266,289,luis-larrain-stieb,
1267,228,luis-larrain-stieb,
1268,335,luis-larrain-stieb,
1269,226,luis-larrain-stieb,
1270,173,luis-larrain-stieb,
1271,232,luis-larrain-stieb,
1272,234,luis-larrain-stieb,
1273,241,luis-larrain-stieb,
1274,235,luis-larrain-stieb,
1275,346,luis-larrain-stieb,
1276,324,luis-larrain-stieb,
1277,84,luis-larrain-stieb,
1278,341,luis-larrain-stieb,
1279,434,luis-larrain-stieb,
1280,412,luis-larrain-stieb,
1281,409,luis-larrain-stieb,
1282,481,luis-larrain-stieb,
1283,479,luis-larrain-stieb,
1284,485,luis-larrain-stieb,
1285,504,luis-larrain-stieb,
1286,165,luis-larrain-stieb,
1287,95,luis-larrain-stieb,
1288,391,luis-larrain-stieb,
1289,342,luis-larrain-stieb,
1290,169,luis-larrain-stieb,
1291,92,luis-larrain-stieb,
1292,93,luis-larrain-stieb,
1293,44,myrna-sepulveda-zamudio,"PRESENTARE O APOYARE PROYECTOS DE políticas que delimiten claramente el uso de herramientas de vigilancia, tanto en la vía pública como en los entorno en línea, estableciendo mecanismos que permitan su fiscalización por parte de la ciudadanía y rechazando la falsa dicotomía entre seguridad y privacidad."
1294,391,myrna-sepulveda-zamudio,
1295,224,catalina-perez-salinas,
1296,225,catalina-perez-salinas,
1297,338,catalina-perez-salinas,
1298,366,catalina-perez-salinas,
1299,368,catalina-perez-salinas,
1300,205,catalina-perez-salinas,
1309,316,loreto-munoz-gutierrez,
1310,459,loreto-munoz-gutierrez,
1311,466,loreto-munoz-gutierrez,
1312,525,loreto-munoz-gutierrez,
1313,443,guillermo-ismael-allende-gonzalez,
1314,459,guillermo-ismael-allende-gonzalez,
1315,525,guillermo-ismael-allende-gonzalez,
1316,317,david-blanco-urzua,"Fui Coordinador Nacional de este gran movimiento MarcaAC o MarcaTuVoto, del cual sigo siendo parte. Mi compromiso es con un Chile donde por primera vez en la historia seamos los propios ciudadanos los que podamos definir nuestras reglas de convivencia. Y el mecanismo más democrático y transparente para hacer las constituciones en el mundo es la Asamblea constituyente.

¡Que la ciudadanía decida!"
1317,338,david-blanco-urzua,"Trabajé como voluntario en Techo-Chile por más de 4 años, donde ayudé a empujar el derecho a la vivienda de cientos de familias que viven en campamentos. Esta es mi batalla y no la voy a abandonar.
El sueño que muchos tuvimos de un 2010 sin campamentos, para mi sigue estando vigente."
1318,55,david-blanco-urzua,
1319,358,david-blanco-urzua,
1320,539,christian-jorquera-tapia,"Apoyo 100 % a esta propuesta y no esperare 2 años para presentarla sino que será la primera propuesta que presentaré, de ser necesario dentro del primer mes, esto debe comenzar a discutirse cuanto antes. 
Y pueden llamarme populista, no hay problema, yo estoy endeudado, mi familia está endeudada, tengo amigos organizando bingos para que no los embarguen."
1321,459,david-blanco-urzua,
1322,69,david-blanco-urzua,
1323,175,david-blanco-urzua,
1324,63,david-blanco-urzua,
1325,201,david-blanco-urzua,
1326,316,david-blanco-urzua,
1327,44,david-blanco-urzua,
1328,29,loreto-munoz-gutierrez,
1329,294,loreto-munoz-gutierrez,
1330,106,nicolas-munoz-montes,
1331,346,nicolas-munoz-montes,
1332,391,valentina-olivares-gray,
1333,175,valentina-olivares-gray,
1334,389,valentina-olivares-gray,
1335,292,valentina-olivares-gray,
1336,168,jose-antonio-kast,Estableceremos un plan odontológico especial para todas las personas de escasos recursos a fin de que puedan solventar los costosos tratamientos aparejados a la salud dental.
1337,175,jose-antonio-kast,"Este es uno de los puntos del programa, en el marco del cual promoveremos una nueva Política de Salud Mental. La tasa de suicidios sigue subiendo y nos coloca en los primeros lugares de la OECD, particularmente en los jóvenes. Debemos redoblar los esfuerzos por dar más apoyo, orientación y recursos para enfrentar estas enfermedades."
1338,368,jose-antonio-kast,"Dado el nivel de evolución económico, cultural y tecnológico de nuestro país, las políticas de vivienda deben formar parte de un plan de acción mayor. Crearemos mesas urbanas de coordinación regional, integradas por los gobiernos regionales, Intendencias, MOP, MINVU y Alcaldías, para consensuar políticas de inversión en infraestructura de transporte, planes reguladores en todas sus escalas y fondos de inversión en vivienda. Deberán participar también congresistas locales, organizaciones gremiales y otras organizaciones debida y legítimamente representadas. Este conjunto de políticas de vivienda, apuntan a asegurar las condiciones de verdadero ascenso social para los jóvenes, fomentando la identidad nacional y reafirmando el matrimonio entre un hombre y una mujer como la base de una sociedad civilizada."
1339,411,jose-antonio-kast,
1340,108,jean-pierre-gutierrez-echeverria,
1341,171,jean-pierre-gutierrez-echeverria,
1342,196,jean-pierre-gutierrez-echeverria,
1343,210,jean-pierre-gutierrez-echeverria,
1344,459,jean-pierre-gutierrez-echeverria,
1345,466,jean-pierre-gutierrez-echeverria,
1346,87,ximena-onate-avila,
1347,346,ximena-onate-avila,
1348,371,ximena-onate-avila,
1349,395,ximena-onate-avila,
1350,205,jose-antonio-kast,"Estamos de acuerdo con la idea principal, sin embargo: el plazo de 1 año es muy breve para alcanzarla dados todos los pasos previos que se requieren.  

En todo caso, en el marco de nuestro programa:

- Consideramos que la designación de intendentes por parte del Ejecutivo para la administración de las regiones genera una gestión sesgada a favorecer los intereses políticos del primero, sujeta al mismo tiempo a los recursos que este asigna. Se apoyará una reforma a la constitución para que el cargo a intendente sea sujeto a elección y al mismo tiempo cuente con el financiamiento requerido para ejecutar sus funciones con independencia del ejecutivo.  Se eliminarán las gobernaciones provinciales; sus funcionarios y dependencias serán transferidas a las intendencias.

- Se entregará autonomía a los SEREMIS y Direcciones Regionales de los servicios para proponer y desarrollar programas, políticas regionales e iniciativas que permitan una mejor focalización de recursos adaptados a la realidad y necesidad de cada región. El Ministerio y servicios actuarán como entes coordinadores para optimizar y priorizar los recursos.

- Se desarrollará una reforma tributaria que permita asegurar que la tributación de las empresas beneficie al desarrollo de infraestructura de las regiones en donde operan; de igual manera para el IVA."
1351,175,jean-pierre-gutierrez-echeverria,
1352,391,jean-pierre-gutierrez-echeverria,
1353,389,jean-pierre-gutierrez-echeverria,
1354,341,jean-pierre-gutierrez-echeverria,
1355,63,jean-pierre-gutierrez-echeverria,
1356,208,jean-pierre-gutierrez-echeverria,
1357,342,jean-pierre-gutierrez-echeverria,
1358,434,jean-pierre-gutierrez-echeverria,
1359,55,jean-pierre-gutierrez-echeverria,
1360,292,jean-pierre-gutierrez-echeverria,
1361,346,jean-pierre-gutierrez-echeverria,
1362,343,jean-pierre-gutierrez-echeverria,
1363,293,jean-pierre-gutierrez-echeverria,
1364,428,jean-pierre-gutierrez-echeverria,
1365,52,jean-pierre-gutierrez-echeverria,
1366,162,jean-pierre-gutierrez-echeverria,
1367,539,jean-pierre-gutierrez-echeverria,
1368,212,jean-pierre-gutierrez-echeverria,
1369,23,jean-pierre-gutierrez-echeverria,
1370,338,jean-pierre-gutierrez-echeverria,
1606,412,francys-foix-fuentealba,
1371,319,jose-antonio-kast,"Vamos a perseguir la corrupción pública y privada de manera implacable, los casos de corrupción en el ámbito público y privado, especialmente mediante castigos efectivos y el fortalecimiento de la Contraloría General de la República, las Superintendencias y los mecanismos de denuncias ciudadanas seguras y confidenciales.

Igualmente, mejoraremos los mecanismos de denuncia y protección de delitos de corrupción y funcionarios. Los primeros interesados en combatir la corrupción son los propios funcionarios públicos. Por eso debemos crear mecanismos de denuncia efectivos y protegidos para contribuir a la lucha contra la corrupción sin exponer a nuestros funcionarios."
1372,386,jean-pierre-gutierrez-echeverria,
1373,317,fernando-atria-lemaitre,
1374,384,jean-pierre-gutierrez-echeverria,
1375,517,jean-pierre-gutierrez-echeverria,
1376,457,jean-pierre-gutierrez-echeverria,
1377,327,jean-pierre-gutierrez-echeverria,
1378,201,jean-pierre-gutierrez-echeverria,
1379,403,jean-pierre-gutierrez-echeverria,
1380,439,jean-pierre-gutierrez-echeverria,
1381,440,jean-pierre-gutierrez-echeverria,
1382,153,jean-pierre-gutierrez-echeverria,
1383,336,jean-pierre-gutierrez-echeverria,
1384,105,jean-pierre-gutierrez-echeverria,
1385,118,jean-pierre-gutierrez-echeverria,
1386,516,jean-pierre-gutierrez-echeverria,
1387,99,jean-pierre-gutierrez-echeverria,
1388,166,jean-pierre-gutierrez-echeverria,
1389,123,jean-pierre-gutierrez-echeverria,
1390,334,jean-pierre-gutierrez-echeverria,
1391,291,jean-pierre-gutierrez-echeverria,
1392,330,jean-pierre-gutierrez-echeverria,
1393,97,jean-pierre-gutierrez-echeverria,
1394,447,jean-pierre-gutierrez-echeverria,
1395,525,jean-pierre-gutierrez-echeverria,
1396,370,jean-pierre-gutierrez-echeverria,
1397,473,jean-pierre-gutierrez-echeverria,
1398,329,jean-pierre-gutierrez-echeverria,
1399,145,jean-pierre-gutierrez-echeverria,
1400,394,jean-pierre-gutierrez-echeverria,
1401,275,jean-pierre-gutierrez-echeverria,
1402,172,jean-pierre-gutierrez-echeverria,
1403,228,jean-pierre-gutierrez-echeverria,
1404,335,jean-pierre-gutierrez-echeverria,
1405,37,jean-pierre-gutierrez-echeverria,
1406,42,jean-pierre-gutierrez-echeverria,
1407,226,jean-pierre-gutierrez-echeverria,
1408,173,jean-pierre-gutierrez-echeverria,
1409,234,jean-pierre-gutierrez-echeverria,
1410,239,jean-pierre-gutierrez-echeverria,
1411,235,jean-pierre-gutierrez-echeverria,
1412,472,jean-pierre-gutierrez-echeverria,
1413,471,jean-pierre-gutierrez-echeverria,
1414,392,jean-pierre-gutierrez-echeverria,
1415,482,jean-pierre-gutierrez-echeverria,
1416,415,jean-pierre-gutierrez-echeverria,
1417,365,jean-pierre-gutierrez-echeverria,
1418,252,jean-pierre-gutierrez-echeverria,
1419,242,jean-pierre-gutierrez-echeverria,
1420,62,jean-pierre-gutierrez-echeverria,
1421,332,jean-pierre-gutierrez-echeverria,
1422,169,jean-pierre-gutierrez-echeverria,
1423,526,jean-pierre-gutierrez-echeverria,
1424,310,jean-pierre-gutierrez-echeverria,
1425,371,jean-pierre-gutierrez-echeverria,
1426,276,jean-pierre-gutierrez-echeverria,
1427,421,jean-pierre-gutierrez-echeverria,
1428,260,jean-pierre-gutierrez-echeverria,
1429,278,jean-pierre-gutierrez-echeverria,
1430,259,jean-pierre-gutierrez-echeverria,
1431,120,jean-pierre-gutierrez-echeverria,
1432,349,jean-pierre-gutierrez-echeverria,
1433,390,jean-pierre-gutierrez-echeverria,
1434,3,jean-pierre-gutierrez-echeverria,
